system:index,elevation_m,index,latitude,longitude,pet_mm,pr_annual_range_mm_mean,pr_mm,temp_annual_range_C_mean,tmean_C,vpd_kPa,.geo
000000000000000001f1_0,967,16.0,-26.330001800164048,19.83999871282519,1598.75,70.50980392156863,15.820261437908497,355.29411764705884,201.7165,190.37581699346404,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070_0,896,17.0,-27.030000401736086,21.250002138733205,1587.5669934640523,80.03921568627452,21.00980392156863,352.2549019607843,205.97794,190.94771241830065,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078_0,929,18.0,-26.550000468837908,21.09000067473346,1603.0065359477123,79.58823529411765,20.875816993464053,351.8235294117647,208.51552,194.25980392156862,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079_0,896,19.0,-27.030000401736086,21.250002138733205,1587.5669934640523,80.03921568627452,21.00980392156863,352.2549019607843,205.97794,190.94771241830065,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095_0,896,20.0,-27.030000401736086,21.250002138733205,1587.5669934640523,80.03921568627452,21.00980392156863,352.2549019607843,205.97794,190.94771241830065,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096_0,896,21.0,-27.030000401736086,21.250002138733205,1587.5669934640523,80.03921568627452,21.00980392156863,352.2549019607843,205.97794,190.94771241830065,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce_0,896,22.0,-27.030000401736086,21.250002138733205,1587.5669934640523,80.03921568627452,21.00980392156863,352.2549019607843,205.97794,190.94771241830065,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_0,903,23.0,-27.110001133735956,21.129998811182865,1592.7271241830065,78.49019607843137,20.441176470588236,350.3529411764706,206.54575,192.73039215686273,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd_0,896,24.0,-27.030000401736086,21.250002138733205,1587.5669934640523,80.03921568627452,21.00980392156863,352.2549019607843,205.97794,190.94771241830065,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4_0,902,25.0,-27.030000401736086,21.40000183907007,1587.3088235294117,80.94117647058823,21.413398692810457,352.921568627451,205.75246,190.07843137254903,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e1_0,896,26.0,-27.030000401736086,21.250002138733205,1587.5669934640523,80.03921568627452,21.00980392156863,352.2549019607843,205.97794,190.94771241830065,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e9_0,982,27.0,-26.489998805062736,21.650001339631512,1599.6830065359477,87.29411764705883,23.651960784313726,350.70588235294116,208.64378,192.73692810457516,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ec_0,896,28.0,-27.030000401736086,21.250002138733205,1587.5669934640523,80.03921568627452,21.00980392156863,352.2549019607843,205.97794,190.94771241830065,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f3_0,857,29.0,-26.89999976962393,20.629999810059978,1608.2581699346406,72.01960784313725,18.03921568627451,352.6666666666667,207.83006,195.50653594771242,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f4_0,875,30.0,-26.689998405511897,20.619998046397104,1599.7254901960785,73.31372549019608,18.16013071895425,355.0980392156863,207.69527,195.0049019607843,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f5_0,896,31.0,-27.030000401736086,21.250002138733205,1587.5669934640523,80.03921568627452,21.00980392156863,352.2549019607843,205.97794,190.94771241830065,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_0,860,32.0,-27.340001566072697,20.699998778396974,1623.1928104575163,71.70588235294117,17.99019607843137,348.3137254901961,206.29657,194.56372549019608,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5_0,860,33.0,-27.340001566072697,20.699998778396974,1623.1928104575163,71.70588235294117,17.99019607843137,348.3137254901961,206.29657,194.56372549019608,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de_0,860,34.0,-27.340001566072697,20.699998778396974,1623.1928104575163,71.70588235294117,17.99019607843137,348.3137254901961,206.29657,194.56372549019608,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e2_0,860,35.0,-27.340001566072697,20.699998778396974,1623.1928104575163,71.70588235294117,17.99019607843137,348.3137254901961,206.29657,194.56372549019608,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072_0,847,36.0,-26.999999569848498,20.44999927783553,1610.8970588235295,69.86274509803921,17.302287581699346,351.1764705882353,207.37337,196.1421568627451,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_0,847,37.0,-26.999999569848498,20.44999927783553,1610.8970588235295,69.86274509803921,17.302287581699346,351.1764705882353,207.37337,196.1421568627451,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e3_0,847,38.0,-26.999999569848498,20.44999927783553,1610.8970588235295,69.86274509803921,17.302287581699346,351.1764705882353,207.37337,196.1421568627451,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ed_0,847,39.0,-26.999999569848498,20.44999927783553,1610.8970588235295,69.86274509803921,17.302287581699346,351.1764705882353,207.37337,196.1421568627451,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073_0,1030,40.0,-27.399998770746812,22.10000044064211,1568.325163398693,90.7843137254902,25.437908496732025,340.52941176470586,199.7255,178.12908496732027,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_0,1030,41.0,-27.399998770746812,22.10000044064211,1568.325163398693,90.7843137254902,25.437908496732025,340.52941176470586,199.7255,178.12908496732027,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df_0,1030,42.0,-27.399998770746812,22.10000044064211,1568.325163398693,90.7843137254902,25.437908496732025,340.52941176470586,199.7255,178.12908496732027,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074_0,1044,43.0,-28.20999893620631,22.260001904641854,1535.2107843137255,86.13725490196079,24.16830065359477,328.05882352941177,194.88153,170.49019607843138,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8_0,1044,44.0,-28.20999893620631,22.260001904641854,1535.2107843137255,86.13725490196079,24.16830065359477,328.05882352941177,194.88153,170.49019607843138,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0_0,1044,45.0,-28.20999893620631,22.260001904641854,1535.2107843137255,86.13725490196079,24.16830065359477,328.05882352941177,194.88153,170.49019607843138,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e4_0,1044,46.0,-28.20999893620631,22.260001904641854,1535.2107843137255,86.13725490196079,24.16830065359477,328.05882352941177,194.88153,170.49019607843138,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ee_0,1044,47.0,-28.20999893620631,22.260001904641854,1535.2107843137255,86.13725490196079,24.16830065359477,328.05882352941177,194.88153,170.49019607843138,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075_0,905,48.0,-26.35000086838875,20.749998678509264,1594.9411764705883,76.94117647058823,19.61111111111111,356.1372549019608,207.7982,193.45424836601308,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9_0,905,49.0,-26.35000086838875,20.749998678509264,1594.9411764705883,76.94117647058823,19.61111111111111,356.1372549019608,207.7982,193.45424836601308,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e1_0,905,50.0,-26.35000086838875,20.749998678509264,1594.9411764705883,76.94117647058823,19.61111111111111,356.1372549019608,207.7982,193.45424836601308,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e6_0,905,51.0,-26.35000086838875,20.749998678509264,1594.9411764705883,76.94117647058823,19.61111111111111,356.1372549019608,207.7982,193.45424836601308,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f0_0,905,52.0,-26.35000086838875,20.749998678509264,1594.9411764705883,76.94117647058823,19.61111111111111,356.1372549019608,207.7982,193.45424836601308,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_0,927,53.0,-27.340001566072697,21.40000183907007,1592.8415032679738,80.88235294117646,21.416666666666668,348.72549019607845,204.57353,189.859477124183,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000db_0,927,54.0,-27.340001566072697,21.40000183907007,1592.8415032679738,80.88235294117646,21.416666666666668,348.72549019607845,204.57353,189.859477124183,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e7_0,927,55.0,-27.340001566072697,21.40000183907007,1592.8415032679738,80.88235294117646,21.416666666666668,348.72549019607845,204.57353,189.859477124183,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f2_0,927,56.0,-27.340001566072697,21.40000183907007,1592.8415032679738,80.88235294117646,21.416666666666668,348.72549019607845,204.57353,189.859477124183,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_0,552,57.0,-27.080000301848376,119.62000092827599,1788.5359477124182,70.52941176470588,20.30392156862745,338.52941176470586,211.4518,206.5343137254902,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_0,457,58.0,-28.179998104318727,123.69999812836002,1763.637254901961,56.254901960784316,18.179738562091504,322.4901960784314,204.9232,184.54575163398692,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_0,398,59.0,-28.129998204206437,123.92000125613494,1779.9967320261437,54.450980392156865,17.513071895424837,328.4117647058824,207.40442,187.95915032679738,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_0,446,60.0,-27.890000467307868,123.09000202245073,1757.4428104575163,57.333333333333336,16.459150326797385,329.47058823529414,206.26389,188.01797385620915,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_0,390,61.0,-28.10000183141991,124.25000148869623,1813.014705882353,53.80392156862745,17.225490196078432,326.0980392156863,211.69199,194.1781045751634,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_0,476,62.0,-28.300001431869063,121.67999859654273,1722.0343137254902,66.43137254901961,19.826797385620914,316.29411764705884,207.25899,188.48202614379085,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_0,500,63.0,-27.16999833841007,122.55000042577738,1807.3725490196077,64.47058823529412,17.964052287581698,333.0,211.33089,198.72712418300654,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_0,465,64.0,-27.69999817142054,123.06999849512496,1777.3382352941176,57.88235294117647,16.495098039215687,330.1764705882353,207.82843,191.08169934640523,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_0,479,65.0,-27.870001399083165,122.96999869490038,1743.9901960784314,58.470588235294116,16.498366013071895,324.96078431372547,203.06454,183.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_0,446,66.0,-27.890000467307868,123.09000202245073,1757.4428104575163,57.333333333333336,16.459150326797385,329.47058823529414,206.26389,188.01797385620915,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_0,465,67.0,-27.69999817142054,123.06999849512496,1777.3382352941176,57.88235294117647,16.495098039215687,330.1764705882353,207.82843,191.08169934640523,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_0,399,68.0,-28.430002063981224,124.76999955804384,1767.9493464052287,52.80392156862745,17.642156862745097,323.11764705882354,204.56781,182.59640522875816,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064_0,463,69.0,-27.77000159885859,123.26000079101232,1803.2777777777778,57.88235294117647,16.83986928104575,330.15686274509807,210.15196,195.03267973856208,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_0,417,70.0,-28.50000103231822,119.09999839982738,1705.1454248366013,70.09803921568627,21.552287581699346,324.0980392156863,209.31454,191.84313725490196,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066_0,498,71.0,-27.510000334634274,122.89999972656341,1786.611111111111,58.88235294117647,16.68954248366013,329.5882352941176,207.47467,191.65522875816993,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067_0,445,72.0,-28.40000123209364,124.02999836092134,1744.390522875817,55.8235294117647,18.348039215686274,323.2156862745098,202.07597,179.9558823529412,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b_0,446,73.0,-27.890000467307868,123.09000202245073,1757.4428104575163,57.333333333333336,16.459150326797385,329.47058823529414,206.26389,188.01797385620915,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c_0,480,74.0,-27.69999817142055,123.01999859501267,1770.6160130718954,58.1764705882353,16.52777777777778,327.8235294117647,205.93628,188.58333333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d_0,492,75.0,-27.959999435644868,122.33999906166535,1761.0849673202615,57.64705882352941,16.38888888888889,322.29411764705884,208.26225,192.26307189542484,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_0,528,76.0,-27.899997771869696,122.61000208955258,1743.6356209150326,57.96078431372549,16.522875816993466,324.3333333333333,202.7786,184.62745098039215,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_0,446,77.0,-27.890000467307868,123.09000202245073,1757.4428104575163,57.333333333333336,16.459150326797385,329.47058823529414,206.26389,188.01797385620915,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_0,446,78.0,-27.890000467307868,123.09000202245073,1757.4428104575163,57.333333333333336,16.459150326797385,329.47058823529414,206.26389,188.01797385620915,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c_0,446,79.0,-27.890000467307868,123.09000202245073,1757.4428104575163,57.333333333333336,16.459150326797385,329.47058823529414,206.26389,188.01797385620915,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017b_0,423,80.0,-28.359998636543178,122.23999926144079,1746.9101307189542,58.35294117647059,18.30392156862745,322.2156862745098,209.03595,191.09640522875816,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017c_0,460,81.0,-28.000002031195326,122.99999952678797,1756.6535947712418,56.94117647058823,16.336601307189543,327.3529411764706,204.70425,185.79738562091504,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017d_0,551,82.0,-27.799997971645116,122.76999909445125,1720.4967320261437,59.1764705882353,16.766339869281047,325.54901960784315,198.65523,178.5359477124183,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000180_0,392,83.0,-28.50000103231822,120.89000195840897,1710.078431372549,63.19607843137255,18.202614379084967,318.3921568627451,215.05147,198.5359477124183,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000181_0,479,84.0,-28.309998736430888,123.29000162289988,1706.328431372549,56.31372549019608,17.90032679738562,322.5882352941176,198.71405,175.36111111111111,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000182_0,417,85.0,-28.50000103231822,119.09999839982738,1705.1454248366013,70.09803921568627,21.552287581699346,324.0980392156863,209.31454,191.84313725490196,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000183_0,461,86.0,-28.150001731532196,123.7499980284723,1763.1339869281046,56.19607843137255,18.181372549019606,321.921568627451,204.09886,183.67320261437908,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000184_0,451,87.0,-27.790000667083294,123.44999862779859,1770.9264705882354,56.64705882352941,16.92156862745098,329.3529411764706,206.66422,188.281045751634,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000185_0,498,88.0,-27.510000334634274,122.89999972656341,1786.611111111111,58.88235294117647,16.68954248366013,329.5882352941176,207.47467,191.65522875816993,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000186_0,478,89.0,-28.079998304094147,123.1900018226753,1749.8970588235295,56.78431372549019,17.058823529411764,324.62745098039215,203.60213,184.05065359477123,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000187_0,479,90.0,-28.309998736430888,123.29000162289988,1706.328431372549,56.31372549019608,17.90032679738562,322.5882352941176,198.71405,175.36111111111111,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000188_0,451,91.0,-27.790000667083294,123.44999862779859,1770.9264705882354,56.64705882352941,16.92156862745098,329.3529411764706,206.66422,188.281045751634,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000189_0,457,92.0,-28.179998104318727,123.69999812836002,1763.637254901961,56.254901960784316,18.179738562091504,322.4901960784314,204.9232,184.54575163398692,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018a_0,447,93.0,-27.620001898521725,121.44999816420598,1803.1830065359477,67.50980392156863,18.348039215686274,330.4117647058824,217.0245,207.9607843137255,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018b_0,457,94.0,-28.179998104318727,123.69999812836002,1763.637254901961,56.254901960784316,18.179738562091504,322.4901960784314,204.9232,184.54575163398692,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018c_0,479,95.0,-27.870001399083165,122.96999869490038,1743.9901960784314,58.470588235294116,16.498366013071895,324.96078431372547,203.06454,183.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018d_0,430,96.0,-28.309998736430888,124.22999796137049,1760.702614379085,54.76470588235294,17.94607843137255,324.03921568627453,204.64134,183.4983660130719,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018e_0,430,97.0,-28.309998736430888,124.22999796137049,1760.702614379085,54.76470588235294,17.94607843137255,324.03921568627453,204.64134,183.4983660130719,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018f_0,476,98.0,-28.05000193130762,122.99000222222617,1753.8513071895425,58.07843137254902,16.555555555555557,325.05882352941177,203.0531,183.68790849673204,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000191_0,399,99.0,-28.350001331981346,124.70999789426867,1792.0506535947713,52.8235294117647,17.330065359477125,324.2156862745098,206.99428,186.1421568627451,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000192_0,437,100.0,-28.300001431869063,123.5900010235736,1744.7107843137255,55.588235294117645,17.970588235294116,322.5882352941176,203.86192,182.48856209150327,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000193_0,451,101.0,-27.790000667083294,123.44999862779859,1770.9264705882354,56.64705882352941,16.92156862745098,329.3529411764706,206.66422,188.281045751634,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019b_0,401,102.0,-28.150001731532193,123.92000125613494,1774.8202614379086,54.588235294117645,17.640522875816995,327.4901960784314,207.13889,187.26307189542484,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019d_0,419,103.0,-28.309998736430888,123.92000125613494,1755.8856209150326,54.86274509803921,17.758169934640524,325.84313725490193,203.91911,182.3937908496732,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cd_0,446,104.0,-27.890000467307868,123.09000202245073,1757.4428104575163,57.333333333333336,16.459150326797385,329.47058823529414,206.26389,188.01797385620915,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c1_0,446,105.0,-27.890000467307868,123.09000202245073,1757.4428104575163,57.333333333333336,16.459150326797385,329.47058823529414,206.26389,188.01797385620915,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c2_0,446,106.0,-27.890000467307868,123.09000202245073,1757.4428104575163,57.333333333333336,16.459150326797385,329.47058823529414,206.26389,188.01797385620915,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c3_0,529,107.0,-27.849997871757413,122.78999816267594,1713.8398692810458,59.372549019607845,16.794117647058822,324.5686274509804,198.42647,177.7941176470588,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022c_0,1233,108.0,29.999998035686875,-104.00000181130987,1518.2712418300653,100.86274509803921,29.723856209150327,363.6666666666667,178.62418,155.41993464052288,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022d_0,1233,109.0,29.999998035686875,-104.00000181130987,1518.2712418300653,100.86274509803921,29.723856209150327,363.6666666666667,178.62418,155.41993464052288,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000235_0,1233,110.0,29.999998035686875,-104.00000181130987,1518.2712418300653,100.86274509803921,29.723856209150327,363.6666666666667,178.62418,155.41993464052288,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000236_0,1233,111.0,29.999998035686875,-104.00000181130987,1518.2712418300653,100.86274509803921,29.723856209150327,363.6666666666667,178.62418,155.41993464052288,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f_0,1133,112.0,35.45999782979132,-115.75000063320297,1689.68954248366,49.470588235294116,13.696078431372548,365.98039215686276,169.86684,179.7843137254902,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc_0,871,113.0,35.209998329229876,-114.97000129963105,1766.9264705882354,48.294117647058826,13.316993464052288,345.4313725490196,193.76634,205.2549019607843,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010d_0,830,114.0,35.8800005580154,-116.03000096565201,1746.9967320261437,36.86274509803921,10.070261437908497,391.15686274509807,181.42647,197.8954248366013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011b_0,1,115.0,26.22916814804248,-97.17916909861376,1231.7810457516339,194.7058823529412,58.49346405228758,232.07843137254903,226.08089,73.1797385620915,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011d_0,1884,116.0,36.95000198769921,-116.26000139798873,1344.638888888889,56.03921568627451,17.320261437908496,360.5098039215686,112.367645,121.00326797385621,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000131_0,1172,117.0,31.000000497033696,-109.5800004738636,1484.7696078431372,114.33333333333333,29.625816993464053,386.11764705882354,183.43628,173.390522875817,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000132_0,1172,118.0,31.000000497033696,-109.5800004738636,1484.7696078431372,114.33333333333333,29.625816993464053,386.11764705882354,183.43628,173.390522875817,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000134_0,445,119.0,34.32000189087156,-114.54000126684515,1865.3496732026144,42.09803921568628,11.259803921568627,365.62745098039215,224.65196,249.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014a_0,3627,120.0,36.59999822781213,-118.29999999803074,513.6601307189543,225.11764705882354,66.36928104575163,293.27450980392155,-11.080882,47.568627450980394,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014d_0,173,121.0,34.80999912833156,-114.59000116695746,1930.5882352941176,33.07843137254902,8.88562091503268,377.5686274509804,234.51552,269.8235294117647,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_0,1884,122.0,36.95000198769921,-116.26000139798873,1344.638888888889,56.03921568627451,17.320261437908496,360.5098039215686,112.367645,121.00326797385621,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023e_0,1884,123.0,36.95000198769921,-116.26000139798873,1344.638888888889,56.03921568627451,17.320261437908496,360.5098039215686,112.367645,121.00326797385621,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c9_0,903,124.0,35.12000029266818,-118.1500002976939,1536.4117647058824,50.15686274509804,12.624183006535947,365.0,170.35622,164.26470588235293,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010e_0,357,125.0,33.13000159273846,-111.93000023824222,1618.6274509803923,50.19607843137255,15.977124183006536,395.94117647058823,223.4281,242.4264705882353,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011e_0,357,126.0,33.13000159273846,-111.93000023824222,1618.6274509803923,50.19607843137255,15.977124183006536,395.94117647058823,223.4281,242.4264705882353,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000157_0,357,127.0,33.13000159273846,-111.93000023824222,1618.6274509803923,50.19607843137255,15.977124183006536,395.94117647058823,223.4281,242.4264705882353,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023f_0,357,128.0,33.13000159273846,-111.93000023824222,1618.6274509803923,50.19607843137255,15.977124183006536,395.94117647058823,223.4281,242.4264705882353,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_0,1481,129.0,38.79999829185389,-117.98000152913228,1216.2140522875818,29.372549019607842,11.52124183006536,419.03921568627453,110.422386,123.02777777777777,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010f_0,1481,130.0,38.79999829185389,-117.98000152913228,1216.2140522875818,29.372549019607842,11.52124183006536,419.03921568627453,110.422386,123.02777777777777,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011f_0,1481,131.0,38.79999829185389,-117.98000152913228,1216.2140522875818,29.372549019607842,11.52124183006536,419.03921568627453,110.422386,123.02777777777777,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158_0,1481,132.0,38.79999829185389,-117.98000152913228,1216.2140522875818,29.372549019607842,11.52124183006536,419.03921568627453,110.422386,123.02777777777777,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_0,1259,133.0,40.19999995409903,-118.54999949859223,1177.0898692810458,29.92156862745098,11.741830065359476,436.9019607843137,116.89216,128.3218954248366,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000120_0,1259,134.0,40.19999995409903,-118.54999949859223,1177.0898692810458,29.92156862745098,11.741830065359476,436.9019607843137,116.89216,128.3218954248366,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000159_0,1259,135.0,40.19999995409903,-118.54999949859223,1177.0898692810458,29.92156862745098,11.741830065359476,436.9019607843137,116.89216,128.3218954248366,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000111_0,887,136.0,35.100001224443474,-118.1500002976939,1536.4117647058824,50.15686274509804,12.624183006535947,365.0,170.35622,164.26470588235293,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000121_0,887,137.0,35.100001224443474,-118.1500002976939,1536.4117647058824,50.15686274509804,12.624183006535947,365.0,170.35622,164.26470588235293,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_0,887,138.0,35.100001224443474,-118.1500002976939,1536.4117647058824,50.15686274509804,12.624183006535947,365.0,170.35622,164.26470588235293,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000240_0,903,139.0,35.12000029266818,-118.1500002976939,1536.4117647058824,50.15686274509804,12.624183006535947,365.0,170.35622,164.26470588235293,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_0,1639,140.0,42.20000041769162,-115.83000136520285,977.4918300653595,57.98039215686274,24.30718954248366,428.84313725490193,81.05474,96.70098039215686,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000122_0,1639,141.0,42.20000041769162,-115.83000136520285,977.4918300653595,57.98039215686274,24.30718954248366,428.84313725490193,81.05474,96.70098039215686,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015b_0,1639,142.0,42.20000041769162,-115.83000136520285,977.4918300653595,57.98039215686274,24.30718954248366,428.84313725490193,81.05474,96.70098039215686,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000241_0,1639,143.0,42.20000041769162,-115.83000136520285,977.4918300653595,57.98039215686274,24.30718954248366,428.84313725490193,81.05474,96.70098039215686,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_0,804,144.0,36.29999882713841,-116.23000056610117,1699.1928104575163,33.450980392156865,8.898692810457517,401.7647058823529,178.70589,192.58823529411765,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000112_0,804,145.0,36.29999882713841,-116.23000056610117,1699.1928104575163,33.450980392156865,8.898692810457517,401.7647058823529,178.70589,192.58823529411765,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000123_0,804,146.0,36.29999882713841,-116.23000056610117,1699.1928104575163,33.450980392156865,8.898692810457517,401.7647058823529,178.70589,192.58823529411765,"{""type"":""MultiPoint"",""coordinates"":[]}"
