"","Nephrurus_levis","Nephrurus_laevissimus","Delma_butleri","Pygopus_nigriceps","Oedura_reticulata","Oedura_tryoni","Oedura_monilis","Strophurus_elderi","Strophurus_strophurus","Strophurus_ciliaris","Rhynchoedura_ornata","Lucasium_damaeum","Lucasium_stenodactylum","Diplodactylus_conspicillatus","Diplodactylus_pulcher","Lepidoblepharis_xanthostigma","Gonatodes_hasemani","Gonatodes_humeralis","Coleodactylus_septentrionalis","Coleodactylus_meridionalis","Pseudogonatodes_guianensis","Thecadactylus_rapicauda","Phyllodactylus_tuberculosus","Phyllopezus_periosus","Phyllopezus_pollicaris","Lepidodactylus_lugubris","Heteronotia_binoei","Nactus_pelagicus","Gehyra_mutilata","Gehyra_oceanica","Gehyra_variegata","Gehyra_purpurascens","Hemidactylus_platyurus","Hemidactylus_frenatus","Hemidactylus_mabouia","Hemidactylus_brasilianus","Hemidactylus_palaichthus","Chondrodactylus_angulifer","Pachydactylus_capensis","Lygodactylus_klugei","Lygodactylus_picturatus","Xantusia_riversiana","Xantusia_vigilis","Cordylus_polyzonus","Typhlosaurus_gariepensis","Typhlosaurus_lineatus","Brachymeles_boulengeri","Plestiodon_latiscutatus","Plestiodon_egregius","Plestiodon_laticeps","Plestiodon_obsoletus","Plestiodon_fasciatus","Plestiodon_septentrionalis","Plestiodon_skiltonianus","Plestiodon_copei","Scincella_lateralis","Lipinia_noctua","Ctenotus_brooksi","Ctenotus_nasutus","Ctenotus_pantherinus","Ctenotus_calurus","Ctenotus_schomburgkii","Ctenotus_taeniolatus","Ctenotus_leae","Ctenotus_quattuordecimlineatus","Ctenotus_leonhardii","Ctenotus_atlas","Ctenotus_grandis","Ctenotus_piankai","Ctenotus_hanloni","Lerista_bipes","Egernia_whitii","Egernia_inornata","Egernia_striata","Mabuya_nigropunctata","Mabuya_dorsivittata","Mabuya_mabouya","Mabuya_unimarginata","Mabuya_frenata","Mabuya_macrorhyncha","Mabuya_agmosticha","Mabuya_guaporicola","Mabuya_agilis","Mabuya_heathi","Mabuya_caissara","Trachylepis_maculilabris","Trachylepis_quinquetaeniata","Trachylepis_occidentalis","Trachylepis_striata","Trachylepis_spilogaster","Trachylepis_variegata","Oligosoma_zelandicum","Cryptoblepharus_boutonii","Menetia_greyii","Emoia_atrocostata","Emoia_cyanura","Lampropholis_delicata","Crocodilurus_amazonicus","Ameiva_ameiva","Cnemidophorus_ocellifer","Kentropyx_calcarata","Kentropyx_paulensis","Kentropyx_vanzoi","Kentropyx_striata","Kentropyx_pelviceps","Kentropyx_altamazonica","Ameiva_festiva","Ameiva_quadrilineata","Cnemidophorus_gramivagus","Cnemidophorus_lemniscatus","Aspidoscelis_inornatus","Aspidoscelis_communis","Aspidoscelis_hyperythrus","Aspidoscelis_tigris","Ameiva_fuscata","Alopoglossus_atriventris","Alopoglossus_angulatus","Iphisa_elegans","Colobosaura_modesta","Micrablepharus_maximiliani","Micrablepharus_atticolus","Vanzosaura_rubricauda","Psilophthalmus_paeminosus","Gymnophthalmus_speciosus","Arthrosaura_reticulata","Leposoma_percarinatum","Potamites_juruazensis","Potamites_ecpleopus","Cercosaura_argulus","Cercosaura_ocellata","Cercosaura_eigenmanni","Heliobolus_lugubris","Pedioplanis_lineoocellata","Pedioplanis_namaquensis","Ichnotropis_squamulosa","Meroles_suborbitalis","Meroles_anchietae","Meroles_cuneirostris","Zootoca_vivipara","Takydromus_tachydromoides","Lacerta_agilis","Podarcis_tauricus","Iberolacerta_monticola","Xenosaurus_grandis","Xenosaurus_platyceps","Heloderma_suspectum","Anniella_geronimensis","Anniella_pulchra","Anguis_fragilis","Elgaria_coerulea","Elgaria_multicarinata","Mesaspis_gadovii","Shinisaurus_crocodilurus","Varanus_gouldii","Varanus_tristis","Varanus_eremius","Bradypodion_pumilum","Chamaeleo_namaquensis","Moloch_horridus","Ctenophorus_clayi","Ctenophorus_reticulatus","Ctenophorus_nuchalis","Ctenophorus_ornatus","Ctenophorus_caudicinctus","Ctenophorus_isolepis","Ctenophorus_scutulatus","Ctenophorus_fordi","Lophognathus_longirostris","Pogona_minor","Caimanops_amphiboluroides","Diporiphora_winneckei","Agama_hispida","Draco_melanopogon","Calotes_versicolor","Sitana_ponticeriana","Stenocercus_roseiventris","Microlophus_albemarlensis","Uranoscodon_superciliosus","Uracentron_flaviceps","Plica_umbra","Plica_plica","Tropidurus_spinulosus","Eurolophosaurus_nanuzae","Tropidurus_montanus","Tropidurus_itambere","Tropidurus_insulanus","Tropidurus_oreadicus","Tropidurus_torquatus","Tropidurus_hispidus","Tropidurus_etheridgei","Tropidurus_cocorobensis","Dipsosaurus_dorsalis","Sauromalus_ater","Cyclura_carinata","Ctenosaura_similis","Leiocephalus_carinatus","Leiocephalus_barahonensis","Leiocephalus_schreibersii","Leiocephalus_personatus","Leiocephalus_psammodromus","Crotaphytus_collaris","Callisaurus_draconoides","Cophosaurus_texanus","Holbrookia_maculata","Holbrookia_propinqua","Uma_scoparia","Uma_notata","Uma_inornata","Phrynosoma_cornutum","Phrynosoma_platyrhinos","Uta_stansburiana","Urosaurus_graciosus","Urosaurus_ornatus","Sceloporus_variabilis","Sceloporus_merriami","Sceloporus_graciosus","Sceloporus_magister","Sceloporus_grammicus","Sceloporus_scalaris","Sceloporus_cyanogenys","Sceloporus_virgatus","Sceloporus_undulatus","Sceloporus_malachiticus","Sceloporus_formosus","Polychrus_acutirostris","Enyalius_leechii","Phymaturus_patagonicus","Phymaturus_palluma","Liolaemus_pictus","Liolaemus_gracilis","Liolaemus_bitaeniatus","Liolaemus_huacahuasicus","Liolaemus_lutzae","Liolaemus_scapularis","Liolaemus_wiegmannii","Liolaemus_multimaculatus","Liolaemus_chacoensis","Liolaemus_darwinii","Liolaemus_koslowskyi","Liolaemus_crepuscularis","Corytophanes_cristatus","Basiliscus_basiliscus","Anolis_transversalis","Anolis_punctatus","Anolis_carolinensis","Anolis_oculatus","Anolis_acutus","Anolis_meridionalis","Anolis_nitens","Anolis_biporcatus","Anolis_ortonii","Anolis_humilis","Anolis_fuscoauratus","Anolis_cupreus","Anolis_capito","Anolis_carpenteri","Anolis_limifrons","Anolis_lemurinus","Anolis_oxylophus","Anolis_trachyderma"
"Nephrurus_levis",0,25.659004,112.691167,112.691168,118.148276,118.148276,118.148276,118.148275,118.148276,118.148274,118.148276,118.148275,118.148275,118.148276,118.148276,173,172.999999,172.999999,173,173,172.999999,172.999999,172.999999,172.999999,172.999999,172.999997,172.999998,172.999998,172.999997,172.999997,172.999997,172.999997,173.000001,172.999999,172.999999,172.999999,173,172.999998,172.999997,173,172.999998,337.664446,337.664446,337.664446,337.664448,337.664448,337.664447,337.664446,337.664445,337.664445,337.664446,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664448,337.664447,337.664448,337.664448,337.664448,337.664448,337.664447,337.664447,337.664448,337.664448,337.664447,337.664447,337.664445,337.664448,337.664448,337.664448,337.664449,337.664447,337.664449,337.664449,337.664448,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664447,337.664447,337.664448,337.664448,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664446,337.664446,337.664446,337.664447,337.664446,337.664447,337.664446,337.664446,337.664447,337.664447,337.664447,337.664448,337.664448,337.664449,337.664449,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664446,337.664446,337.664447,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664447,337.664447,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664445,337.664445,337.664445,337.664445,337.664446,337.664446,337.664445,337.664445,337.664445,337.664445,337.664446,337.664445,337.664445,337.664446,337.664445,337.664444,337.664445,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664445,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664445,337.664447,337.664446,337.664445,337.664446,337.664447,337.664447,337.664446,337.664446,337.664446,337.664447,337.664447,337.664448,337.664448,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664445,337.664446,337.664444,337.664445,337.664446,337.664446,337.664446,337.664447,337.664446,337.664445,337.664445,337.664446,337.664447,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447
"Nephrurus_laevissimus",25.659004,0,112.691167,112.691168,118.148276,118.148276,118.148276,118.148275,118.148276,118.148274,118.148276,118.148275,118.148275,118.148276,118.148276,173,172.999999,172.999999,173,173,172.999999,172.999999,172.999999,172.999999,172.999999,172.999997,172.999998,172.999998,172.999997,172.999997,172.999997,172.999997,173.000001,172.999999,172.999999,172.999999,173,172.999998,172.999997,173,172.999998,337.664446,337.664446,337.664446,337.664448,337.664448,337.664447,337.664446,337.664445,337.664445,337.664446,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664448,337.664447,337.664448,337.664448,337.664448,337.664448,337.664447,337.664447,337.664448,337.664448,337.664447,337.664447,337.664445,337.664448,337.664448,337.664448,337.664449,337.664447,337.664449,337.664449,337.664448,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664447,337.664447,337.664448,337.664448,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664446,337.664446,337.664446,337.664447,337.664446,337.664447,337.664446,337.664446,337.664447,337.664447,337.664447,337.664448,337.664448,337.664449,337.664449,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664446,337.664446,337.664447,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664447,337.664447,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664445,337.664445,337.664445,337.664445,337.664446,337.664446,337.664445,337.664445,337.664445,337.664445,337.664446,337.664445,337.664445,337.664446,337.664445,337.664444,337.664445,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664445,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664445,337.664447,337.664446,337.664445,337.664446,337.664447,337.664447,337.664446,337.664446,337.664446,337.664447,337.664447,337.664448,337.664448,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664445,337.664446,337.664444,337.664445,337.664446,337.664446,337.664446,337.664447,337.664446,337.664445,337.664445,337.664446,337.664447,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447
"Delma_butleri",112.691167,112.691167,0,59.784993,118.148277,118.148277,118.148277,118.148276,118.148277,118.148275,118.148277,118.148276,118.148276,118.148277,118.148277,173.000001,173,173,173.000001,173.000001,173,173,173,173,173,172.999998,172.999999,172.999999,172.999998,172.999998,172.999998,172.999998,173.000002,173,173,173,173.000001,172.999999,172.999998,173.000001,172.999999,337.664447,337.664447,337.664447,337.664449,337.664449,337.664448,337.664447,337.664446,337.664446,337.664447,337.664448,337.664448,337.664448,337.664448,337.664448,337.664447,337.664448,337.664449,337.664448,337.664449,337.664449,337.664449,337.664449,337.664448,337.664448,337.664449,337.664449,337.664448,337.664448,337.664446,337.664449,337.664449,337.664449,337.66445,337.664448,337.66445,337.66445,337.664449,337.664448,337.664448,337.664448,337.664449,337.664449,337.664449,337.664448,337.664448,337.664449,337.664449,337.664449,337.664449,337.664449,337.664448,337.664448,337.664448,337.664449,337.664449,337.664449,337.664448,337.664448,337.664448,337.664448,337.664448,337.664449,337.664449,337.664449,337.664447,337.664447,337.664447,337.664448,337.664447,337.664448,337.664447,337.664447,337.664448,337.664448,337.664448,337.664449,337.664449,337.66445,337.66445,337.664449,337.664449,337.664449,337.664448,337.664448,337.664448,337.664448,337.664449,337.664449,337.664449,337.664447,337.664447,337.664448,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664448,337.664448,337.664448,337.664448,337.664448,337.664448,337.664448,337.664447,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664446,337.664446,337.664446,337.664446,337.664447,337.664446,337.664446,337.664447,337.664446,337.664445,337.664446,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664446,337.664448,337.664448,337.664448,337.664448,337.664448,337.664448,337.664449,337.664449,337.664446,337.664448,337.664447,337.664446,337.664447,337.664448,337.664448,337.664447,337.664447,337.664447,337.664448,337.664448,337.664449,337.664449,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664445,337.664446,337.664447,337.664447,337.664447,337.664448,337.664447,337.664446,337.664446,337.664447,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664448,337.664449,337.664448,337.664448,337.664448,337.664448,337.664448,337.664447,337.664448,337.664448,337.664448,337.664449,337.664448,337.664448,337.664448,337.664448,337.664448,337.664449,337.664449,337.664448,337.664448,337.664448,337.664448,337.664449,337.664448,337.664448
"Pygopus_nigriceps",112.691168,112.691168,59.784993,0,118.148278,118.148278,118.148278,118.148277,118.148278,118.148276,118.148278,118.148277,118.148277,118.148278,118.148278,173.000002,173.000001,173.000001,173.000002,173.000002,173.000001,173.000001,173.000001,173.000001,173.000001,172.999999,173,173,172.999999,172.999999,172.999999,172.999999,173.000003,173.000001,173.000001,173.000001,173.000002,173,172.999999,173.000002,173,337.664448,337.664448,337.664448,337.66445,337.66445,337.664449,337.664448,337.664447,337.664447,337.664448,337.664449,337.664449,337.664449,337.664449,337.664449,337.664448,337.664449,337.66445,337.664449,337.66445,337.66445,337.66445,337.66445,337.664449,337.664449,337.66445,337.66445,337.664449,337.664449,337.664447,337.66445,337.66445,337.66445,337.664451,337.664449,337.664451,337.664451,337.66445,337.664449,337.664449,337.664449,337.66445,337.66445,337.66445,337.664449,337.664449,337.66445,337.66445,337.66445,337.66445,337.66445,337.664449,337.664449,337.664449,337.66445,337.66445,337.66445,337.664449,337.664449,337.664449,337.664449,337.664449,337.66445,337.66445,337.66445,337.664448,337.664448,337.664448,337.664449,337.664448,337.664449,337.664448,337.664448,337.664449,337.664449,337.664449,337.66445,337.66445,337.664451,337.664451,337.66445,337.66445,337.66445,337.664449,337.664449,337.664449,337.664449,337.66445,337.66445,337.66445,337.664448,337.664448,337.664449,337.664448,337.664448,337.664448,337.664448,337.664449,337.664449,337.664449,337.664449,337.664449,337.664449,337.664449,337.664449,337.664449,337.664449,337.664448,337.664449,337.664449,337.664449,337.664448,337.664448,337.664448,337.664448,337.664448,337.664449,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447,337.664448,337.664447,337.664446,337.664447,337.664448,337.664448,337.664448,337.664448,337.664448,337.664448,337.664449,337.664447,337.664449,337.664449,337.664449,337.664449,337.664449,337.664449,337.66445,337.66445,337.664447,337.664449,337.664448,337.664447,337.664448,337.664449,337.664449,337.664448,337.664448,337.664448,337.664449,337.664449,337.66445,337.66445,337.664448,337.664448,337.664448,337.664448,337.664448,337.664448,337.664448,337.664448,337.664447,337.664448,337.664446,337.664447,337.664448,337.664448,337.664448,337.664449,337.664448,337.664447,337.664447,337.664448,337.664449,337.664448,337.664448,337.664448,337.664448,337.664448,337.664449,337.664449,337.664449,337.664449,337.66445,337.664449,337.664449,337.664449,337.664449,337.664449,337.664448,337.664449,337.664449,337.664449,337.66445,337.664449,337.664449,337.664449,337.664449,337.664449,337.66445,337.66445,337.664449,337.664449,337.664449,337.664449,337.66445,337.664449,337.664449
"Oedura_reticulata",118.148276,118.148276,118.148277,118.148278,0,67.039148,67.039148,67.039147,67.039148,67.039146,67.039148,67.039147,67.039147,67.039148,67.039148,173,172.999999,172.999999,173,173,172.999999,172.999999,172.999999,172.999999,172.999999,172.999997,172.999998,172.999998,172.999997,172.999997,172.999997,172.999997,173.000001,172.999999,172.999999,172.999999,173,172.999998,172.999997,173,172.999998,337.664446,337.664446,337.664446,337.664448,337.664448,337.664447,337.664446,337.664445,337.664445,337.664446,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664448,337.664447,337.664448,337.664448,337.664448,337.664448,337.664447,337.664447,337.664448,337.664448,337.664447,337.664447,337.664445,337.664448,337.664448,337.664448,337.664449,337.664447,337.664449,337.664449,337.664448,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664447,337.664447,337.664448,337.664448,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664446,337.664446,337.664446,337.664447,337.664446,337.664447,337.664446,337.664446,337.664447,337.664447,337.664447,337.664448,337.664448,337.664449,337.664449,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664446,337.664446,337.664447,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664447,337.664447,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664445,337.664445,337.664445,337.664445,337.664446,337.664446,337.664445,337.664445,337.664445,337.664445,337.664446,337.664445,337.664445,337.664446,337.664445,337.664444,337.664445,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664445,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664445,337.664447,337.664446,337.664445,337.664446,337.664447,337.664447,337.664446,337.664446,337.664446,337.664447,337.664447,337.664448,337.664448,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664445,337.664446,337.664444,337.664445,337.664446,337.664446,337.664446,337.664447,337.664446,337.664445,337.664445,337.664446,337.664447,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447
"Oedura_tryoni",118.148276,118.148276,118.148277,118.148278,67.039148,0,31.131972,58.640853,58.640854,58.640852,65.295004,65.295003,65.295003,65.295004,65.295004,173,172.999999,172.999999,173,173,172.999999,172.999999,172.999999,172.999999,172.999999,172.999997,172.999998,172.999998,172.999997,172.999997,172.999997,172.999997,173.000001,172.999999,172.999999,172.999999,173,172.999998,172.999997,173,172.999998,337.664446,337.664446,337.664446,337.664448,337.664448,337.664447,337.664446,337.664445,337.664445,337.664446,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664448,337.664447,337.664448,337.664448,337.664448,337.664448,337.664447,337.664447,337.664448,337.664448,337.664447,337.664447,337.664445,337.664448,337.664448,337.664448,337.664449,337.664447,337.664449,337.664449,337.664448,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664447,337.664447,337.664448,337.664448,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664446,337.664446,337.664446,337.664447,337.664446,337.664447,337.664446,337.664446,337.664447,337.664447,337.664447,337.664448,337.664448,337.664449,337.664449,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664446,337.664446,337.664447,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664447,337.664447,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664445,337.664445,337.664445,337.664445,337.664446,337.664446,337.664445,337.664445,337.664445,337.664445,337.664446,337.664445,337.664445,337.664446,337.664445,337.664444,337.664445,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664445,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664445,337.664447,337.664446,337.664445,337.664446,337.664447,337.664447,337.664446,337.664446,337.664446,337.664447,337.664447,337.664448,337.664448,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664445,337.664446,337.664444,337.664445,337.664446,337.664446,337.664446,337.664447,337.664446,337.664445,337.664445,337.664446,337.664447,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447
"Oedura_monilis",118.148276,118.148276,118.148277,118.148278,67.039148,31.131972,0,58.640853,58.640854,58.640852,65.295004,65.295003,65.295003,65.295004,65.295004,173,172.999999,172.999999,173,173,172.999999,172.999999,172.999999,172.999999,172.999999,172.999997,172.999998,172.999998,172.999997,172.999997,172.999997,172.999997,173.000001,172.999999,172.999999,172.999999,173,172.999998,172.999997,173,172.999998,337.664446,337.664446,337.664446,337.664448,337.664448,337.664447,337.664446,337.664445,337.664445,337.664446,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664448,337.664447,337.664448,337.664448,337.664448,337.664448,337.664447,337.664447,337.664448,337.664448,337.664447,337.664447,337.664445,337.664448,337.664448,337.664448,337.664449,337.664447,337.664449,337.664449,337.664448,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664447,337.664447,337.664448,337.664448,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664446,337.664446,337.664446,337.664447,337.664446,337.664447,337.664446,337.664446,337.664447,337.664447,337.664447,337.664448,337.664448,337.664449,337.664449,337.664448,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664448,337.664446,337.664446,337.664447,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664447,337.664447,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664445,337.664445,337.664445,337.664445,337.664446,337.664446,337.664445,337.664445,337.664445,337.664445,337.664446,337.664445,337.664445,337.664446,337.664445,337.664444,337.664445,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664445,337.664447,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664445,337.664447,337.664446,337.664445,337.664446,337.664447,337.664447,337.664446,337.664446,337.664446,337.664447,337.664447,337.664448,337.664448,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664445,337.664446,337.664444,337.664445,337.664446,337.664446,337.664446,337.664447,337.664446,337.664445,337.664445,337.664446,337.664447,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447,337.664447,337.664447,337.664447,337.664448,337.664448,337.664447,337.664447,337.664447,337.664447,337.664448,337.664447,337.664447
"Strophurus_elderi",118.148275,118.148275,118.148276,118.148277,67.039147,58.640853,58.640853,0,38.033071,38.033069,65.295003,65.295002,65.295002,65.295003,65.295003,172.999999,172.999998,172.999998,172.999999,172.999999,172.999998,172.999998,172.999998,172.999998,172.999998,172.999996,172.999997,172.999997,172.999996,172.999996,172.999996,172.999996,173,172.999998,172.999998,172.999998,172.999999,172.999997,172.999996,172.999999,172.999997,337.664445,337.664445,337.664445,337.664447,337.664447,337.664446,337.664445,337.664444,337.664444,337.664445,337.664446,337.664446,337.664446,337.664446,337.664446,337.664445,337.664446,337.664447,337.664446,337.664447,337.664447,337.664447,337.664447,337.664446,337.664446,337.664447,337.664447,337.664446,337.664446,337.664444,337.664447,337.664447,337.664447,337.664448,337.664446,337.664448,337.664448,337.664447,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664446,337.664446,337.664447,337.664447,337.664447,337.664447,337.664447,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664445,337.664445,337.664445,337.664446,337.664445,337.664446,337.664445,337.664445,337.664446,337.664446,337.664446,337.664447,337.664447,337.664448,337.664448,337.664447,337.664447,337.664447,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664447,337.664445,337.664445,337.664446,337.664445,337.664445,337.664445,337.664445,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664445,337.664446,337.664446,337.664446,337.664445,337.664445,337.664445,337.664445,337.664445,337.664446,337.664444,337.664444,337.664444,337.664444,337.664445,337.664445,337.664444,337.664444,337.664444,337.664444,337.664445,337.664444,337.664444,337.664445,337.664444,337.664443,337.664444,337.664445,337.664445,337.664445,337.664445,337.664445,337.664445,337.664446,337.664444,337.664446,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664444,337.664446,337.664445,337.664444,337.664445,337.664446,337.664446,337.664445,337.664445,337.664445,337.664446,337.664446,337.664447,337.664447,337.664445,337.664445,337.664445,337.664445,337.664445,337.664445,337.664445,337.664445,337.664444,337.664445,337.664443,337.664444,337.664445,337.664445,337.664445,337.664446,337.664445,337.664444,337.664444,337.664445,337.664446,337.664445,337.664445,337.664445,337.664445,337.664445,337.664446,337.664446,337.664446,337.664446,337.664447,337.664446,337.664446,337.664446,337.664446,337.664446,337.664445,337.664446,337.664446,337.664446,337.664447,337.664446,337.664446,337.664446,337.664446,337.664446,337.664447,337.664447,337.664446,337.664446,337.664446,337.664446,337.664447,337.664446,337.664446
